date,symbol,industry,open,high,low,close,volume
2025-07-15,IDFCFIRSTB,Financial Services,74.15,74.76,72.7,72.93,29258552
2025-07-15,IEX,Financial Services,207.06,209.4,206.3,208.98,3061720
2025-07-15,IFCI,Financial Services,63.0,64.4,62.55,62.98,9387749
2025-07-15,IGIL,Services,391.95,404.0,390.05,399.05,656820
2025-07-15,IGL,Oil Gas & Consumable Fuels,216.99,220.89,215.6,220.27,1975256
2025-07-15,IIFL,Financial Services,525.0,531.0,521.95,525.0,1064910
2025-07-15,IKS,Information Technology,1583.0,1628.3,1583.0,1607.7,198770
2025-07-15,INDGN,Healthcare,565.0,586.0,563.5,577.05,803768
2025-07-15,INDHOTEL,Consumer Services,727.5,746.95,727.5,744.05,3597983
2025-07-15,INDIACEM,Construction Materials,346.0,350.1,345.3,347.8,203333
2025-07-15,INDIAMART,Consumer Services,2742.0,2777.9,2695.1,2713.2,101249
2025-07-15,INDIANB,Financial Services,637.0,642.5,632.65,633.7,1007442
2025-07-15,INDIGO,Services,5950.0,5964.5,5907.5,5930.5,787926
2025-07-15,INDUSINDBK,Financial Services,871.0,886.75,869.65,881.0,3532750
2025-07-15,INDUSTOWER,Telecommunication,405.05,409.8,404.15,408.0,3263712
2025-07-15,INFY,Information Technology,1565.1,1603.6,1564.0,1585.6,7614807
2025-07-15,INOXWIND,Capital Goods,173.22,173.88,161.16,162.05,15213497
2025-07-15,INTELLECT,Information Technology,1170.5,1185.9,1164.3,1169.5,233329
2025-07-15,IOB,Financial Services,38.83,39.29,38.72,39.05,5150106
2025-07-15,IOC,Oil Gas & Consumable Fuels,150.55,151.9,150.54,151.4,4853043
2025-07-15,IPCALAB,Healthcare,1467.7,1475.2,1454.6,1470.9,352116
2025-07-15,IRB,Construction,24.2,24.43,23.94,24.3,9385988
2025-07-15,IRCON,Construction,191.92,195.23,191.15,192.17,2833675
2025-07-15,IRCTC,Consumer Services,770.3,776.9,769.3,773.95,405335
2025-07-15,IREDA,Financial Services,160.0,160.75,158.91,159.64,7758098
2025-07-15,IRFC,Financial Services,134.29,136.57,133.8,135.29,10150376
2025-07-15,ITC,Fast Moving Consumer Goods,420.9,422.4,419.0,422.1,8532755
2025-07-15,ITCHOTELS,Consumer Services,231.46,231.99,227.85,228.29,2294911
2025-07-15,ITI,Telecommunication,320.0,322.4,317.15,318.2,188684
2025-07-15,J&KBANK,Financial Services,112.08,114.9,111.76,112.34,4163402
2025-07-15,JBCHEPHARM,Healthcare,1642.7,1657.7,1627.0,1650.1,382076
2025-07-15,JBMA,Automobile and Auto Components,640.9,651.8,640.9,644.65,138609
2025-07-15,JINDALSAW,Capital Goods,224.63,226.23,223.24,224.65,1214301
2025-07-15,JINDALSTEL,Metals & Mining,937.7,946.0,932.35,943.85,1106472
2025-07-15,JIOFIN,Financial Services,321.1,322.55,318.3,321.2,12753151
2025-07-15,JKCEMENT,Construction Materials,6510.5,6517.5,6415.0,6456.0,76901
2025-07-15,JKTYRE,Automobile and Auto Components,369.5,373.95,368.3,371.3,383089
2025-07-15,JMFINANCIL,Financial Services,172.86,174.3,169.36,170.61,6477953
2025-07-15,JPPOWER,Power,27.1,27.14,24.5,24.51,477464349
2025-07-15,JSL,Metals & Mining,687.95,694.4,685.6,688.05,368020
2025-07-15,JSWENERGY,Power,532.0,533.5,526.4,528.95,2422923
2025-07-15,JSWINFRA,Services,317.0,321.3,308.9,310.0,2163484
2025-07-15,JSWSTEEL,Metals & Mining,1044.7,1044.7,1028.2,1035.0,982842
2025-07-15,JUBLFOOD,Consumer Services,680.5,692.0,680.0,691.25,370386
2025-07-15,JUBLINGREA,Chemicals,808.5,832.4,808.5,823.35,569144
2025-07-15,JUBLPHARMA,Healthcare,1205.8,1206.5,1194.0,1202.6,219949
2025-07-15,JWL,Capital Goods,369.9,375.9,367.85,370.2,622387
2025-07-15,JYOTICNC,Capital Goods,1025.0,1036.0,1016.2,1026.4,325073
2025-07-15,KAJARIACER,Consumer Durables,1184.9,1206.9,1172.0,1185.3,609854
2025-07-15,KALYANKJIL,Consumer Durables,588.3,594.7,585.35,588.25,2768515
2025-07-15,KARURVYSYA,Financial Services,225.38,229.08,224.0,226.42,3477099
2025-07-15,KAYNES,Capital Goods,6050.0,6089.0,5960.0,5975.0,199416
2025-07-15,KEC,Construction,877.8,887.7,866.0,878.95,363524
2025-07-15,KEI,Capital Goods,3758.0,3900.0,3748.8,3892.4,428669
2025-07-15,KFINTECH,Financial Services,1280.0,1304.5,1270.8,1299.3,574055
2025-07-15,KIMS,Healthcare,710.3,719.0,710.3,715.2,366033
2025-07-15,KIRLOSENG,Capital Goods,924.8,931.2,910.0,915.0,487213
2025-07-15,KOTAKBANK,Financial Services,442.0,446.72,436.38,437.62,2974143
2025-07-15,KPIL,Construction,1198.8,1222.9,1190.4,1215.9,127320
2025-07-15,KPITTECH,Information Technology,1267.2,1296.5,1265.6,1291.9,1130498
2025-07-15,KPRMILL,Textiles,1190.0,1227.9,1178.3,1182.3,825667
2025-07-15,LALPATHLAB,Healthcare,1450.0,1491.0,1437.9,1487.15,210299
2025-07-15,LATENTVIEW,Information Technology,428.05,437.0,427.35,432.5,223480
2025-07-15,LAURUSLABS,Healthcare,825.75,834.35,820.45,827.05,2080040
2025-07-15,LEMONTREE,Consumer Services,152.25,155.8,152.01,153.83,3164503
2025-07-15,LICHSGFIN,Financial Services,609.95,620.0,608.5,619.0,2537107
2025-07-15,LICI,Financial Services,916.4,927.0,916.4,925.2,409783
2025-07-15,LINDEINDIA,Chemicals,6840.5,6883.5,6805.0,6841.5,10880
2025-07-15,LLOYDSME,Metals & Mining,1490.0,1500.0,1475.0,1478.5,194929
2025-07-15,LODHA,Realty,1426.7,1439.9,1416.3,1434.0,732457
2025-07-15,LT,Construction,3519.0,3521.0,3481.7,3494.0,1585193
2025-07-15,LTFOODS,Fast Moving Consumer Goods,481.75,499.9,480.4,491.2,1411907
2025-07-15,LTM,Information Technology,5163.0,5273.5,5158.5,5250.5,152240
2025-07-15,LTTS,Information Technology,4358.0,4384.9,4322.5,4350.5,85523
2025-07-15,LUPIN,Healthcare,1931.0,1960.0,1914.2,1950.7,989778
2025-07-15,M&M,Automobile and Auto Components,3086.1,3148.3,3082.9,3128.6,2826720
2025-07-15,M&MFIN,Financial Services,264.0,266.35,262.75,265.85,1409831
2025-07-15,MAHABANK,Financial Services,56.37,57.64,56.22,57.17,27378332
2025-07-15,MANAPPURAM,Financial Services,265.0,269.7,263.65,269.35,2790431
2025-07-15,MANKIND,Healthcare,2700.0,2716.5,2631.1,2651.0,597283
2025-07-15,MAPMYINDIA,Information Technology,1810.3,1814.0,1775.0,1803.3,118127
2025-07-15,MARICO,Fast Moving Consumer Goods,727.9,742.2,726.25,740.2,1267255
2025-07-15,MARUTI,Automobile and Auto Components,12481.0,12598.0,12481.0,12536.0,147377
2025-07-15,MAXHEALTH,Healthcare,1256.0,1263.6,1240.8,1261.1,824627
2025-07-15,MAZDOCK,Capital Goods,3122.0,3149.5,3095.7,3115.4,1024763
2025-07-15,MCX,Financial Services,1656.0,1671.0,1643.1,1664.4,411363
2025-07-15,MEDANTA,Healthcare,1327.4,1346.5,1319.0,1326.2,214919
2025-07-15,MFSL,Financial Services,1580.7,1586.0,1560.6,1582.8,750051
2025-07-15,MGL,Oil Gas & Consumable Fuels,1466.0,1481.5,1463.5,1474.6,141317
2025-07-15,MINDACORP,Automobile and Auto Components,519.0,522.5,515.2,519.35,143582
2025-07-15,MMTC,Services,68.09,69.74,68.01,68.5,510331
2025-07-15,MOTHERSON,Automobile and Auto Components,102.63,105.95,102.24,104.01,16594122
2025-07-15,MOTILALOFS,Financial Services,936.4,948.4,929.0,944.65,727332
2025-07-15,MPHASIS,Information Technology,2829.5,2889.6,2819.0,2884.8,348866
2025-07-15,MRF,Automobile and Auto Components,149530.0,151300.0,148270.0,150785.0,9826
2025-07-15,MRPL,Oil Gas & Consumable Fuels,142.08,146.3,142.08,145.78,2471832
2025-07-15,MSUMI,Automobile and Auto Components,42.41,43.67,42.41,43.15,10147143
2025-07-15,MUTHOOTFIN,Financial Services,2660.0,2677.1,2638.6,2655.5,309635
2025-07-15,NAM-INDIA,Financial Services,813.1,850.85,811.7,845.6,1755070
2025-07-15,NATCOPHARM,Healthcare,982.15,1018.0,970.15,1011.6,1566701
2025-07-15,NATIONALUM,Metals & Mining,189.51,191.22,188.46,190.48,2994883
2025-07-15,NAUKRI,Consumer Services,1397.0,1407.3,1379.8,1403.2,1554292
2025-07-15,NAVA,Power,606.65,616.85,601.0,603.95,414802
2025-07-15,NAVINFLUOR,Chemicals,5025.0,5095.0,4983.0,5080.6,51083
2025-07-15,NBCC,Construction,113.6,116.7,113.18,114.9,13208032
2025-07-15,NCC,Construction,225.3,229.24,225.01,228.79,3203230
2025-07-15,NESTLEIND,Fast Moving Consumer Goods,1196.45,1210.0,1190.05,1208.15,532304
2025-07-15,NETWEB,Information Technology,1987.9,1991.8,1935.1,1962.6,252520
2025-07-15,NEULANDLAB,Healthcare,14751.0,15500.0,14374.0,15273.0,708225
2025-07-15,NEWGEN,Information Technology,1080.6,1099.2,1074.0,1079.6,204307
2025-07-15,NH,Healthcare,2026.9,2032.0,1972.5,1984.5,315268
2025-07-15,NHPC,Power,89.15,89.5,87.7,88.1,12515929
2025-07-15,NIACL,Financial Services,183.38,185.93,183.38,185.09,249551
2025-07-15,NIVABUPA,Financial Services,91.1,91.63,88.71,88.94,2370396
2025-07-15,NLCINDIA,Power,227.58,229.99,225.8,229.64,816724
2025-07-15,NMDC,Metals & Mining,69.23,69.53,67.81,67.98,34113955
2025-07-15,NSLNISP,Metals & Mining,39.45,39.8,38.97,39.09,1476271
2025-07-15,NTPC,Power,343.15,344.1,340.95,342.0,8450777
2025-07-15,NTPCGREEN,Power,110.2,111.39,108.8,110.09,6313812
2025-07-15,NUVAMA,Financial Services,1491.0,1515.0,1472.0,1506.3,100311
2025-07-15,NUVOCO,Construction Materials,362.65,371.5,362.6,365.3,1910965
2025-07-15,NYKAA,Consumer Services,219.0,220.9,215.45,216.06,4039572
2025-07-15,OBEROIRLTY,Realty,1825.0,1853.5,1816.1,1820.1,635634
2025-07-15,OFSS,Information Technology,8725.0,8864.0,8685.0,8775.0,75259
2025-07-15,OIL,Oil Gas & Consumable Fuels,443.0,447.6,440.35,445.85,1691288
2025-07-15,OLAELEC,Automobile and Auto Components,48.4,48.9,43.6,44.1,418942820
2025-07-15,OLECTRA,Automobile and Auto Components,1212.9,1243.6,1212.9,1227.4,230733
2025-07-15,ONESOURCE,Healthcare,2015.0,2047.0,1980.3,1994.3,184097
2025-07-15,ONGC,Oil Gas & Consumable Fuels,244.48,245.37,242.7,243.67,7843083
2025-07-15,PAGEIND,Textiles,48770.0,49300.0,48460.0,49020.0,12350
2025-07-15,PARADEEP,Chemicals,171.27,177.9,171.0,173.85,6329232
2025-07-15,PATANJALI,Fast Moving Consumer Goods,562.83,584.1,557.33,581.5,1937989
2025-07-15,PCBL,Chemicals,418.25,429.0,416.75,420.7,2316632
2025-07-15,PERSISTENT,Information Technology,5629.0,5665.0,5565.5,5581.5,526331
2025-07-15,PETRONET,Oil Gas & Consumable Fuels,305.95,312.8,305.25,312.4,4409836
2025-07-15,PFC,Financial Services,425.2,430.45,423.7,425.1,3974226
2025-07-15,PFIZER,Healthcare,5448.0,5495.5,5406.5,5431.0,25412
2025-07-15,PGEL,Consumer Durables,790.0,813.9,783.9,808.9,4936560
2025-07-15,PHOENIXLTD,Realty,1516.9,1518.5,1488.6,1491.6,418564
2025-07-15,PIDILITIND,Chemicals,1484.95,1501.55,1483.0,1499.1,124680
2025-07-15,PIIND,Chemicals,4059.9,4179.0,4059.9,4172.0,126010
2025-07-15,PNB,Financial Services,110.83,113.13,110.75,112.24,20906645
2025-07-15,PNBHOUSING,Financial Services,1091.5,1107.0,1078.3,1099.6,745871
2025-07-15,POLICYBZR,Financial Services,1831.2,1863.7,1829.9,1860.4,513333
2025-07-15,POLYCAB,Capital Goods,6803.5,6955.5,6800.0,6944.5,418898
2025-07-15,POLYMED,Healthcare,2214.1,2229.0,2166.1,2173.0,76980
2025-07-15,POONAWALLA,Financial Services,455.8,457.7,451.3,454.1,509586
2025-07-15,POWERGRID,Power,298.1,300.0,296.85,298.05,6173407
2025-07-15,POWERINDIA,Capital Goods,18585.0,18960.0,18385.0,18435.0,89334
2025-07-15,PPLPHARMA,Healthcare,208.9,217.9,208.89,216.22,18359436
2025-07-15,PREMIERENE,Capital Goods,1115.3,1136.4,1065.1,1072.0,1679896
2025-07-15,PRESTIGE,Realty,1730.6,1768.0,1708.0,1724.6,1803750
2025-07-15,PTCIL,Capital Goods,14485.0,14688.0,14297.0,14558.0,17022
2025-07-15,PVRINOX,Media Entertainment & Publication,977.2,1017.0,977.2,989.55,695175
2025-07-15,RADICO,Fast Moving Consumer Goods,2748.2,2759.9,2728.5,2746.2,239012
2025-07-15,RAILTEL,Telecommunication,415.0,426.0,415.0,417.1,5801868
2025-07-15,RAINBOW,Healthcare,1545.5,1556.1,1516.3,1526.6,162943
2025-07-15,RAMCOCEM,Construction Materials,1124.3,1156.1,1124.2,1151.3,318543
2025-07-15,RBLBANK,Financial Services,264.2,266.9,261.61,263.26,6061176
2025-07-15,RECLTD,Financial Services,399.8,402.3,399.1,401.35,3198569
2025-07-15,REDINGTON,Services,309.0,313.9,304.75,309.6,1538234
2025-07-15,RELIANCE,Oil Gas & Consumable Fuels,1486.2,1496.5,1482.4,1485.4,8132454
2025-07-15,RHIM,Capital Goods,476.5,484.6,476.5,479.05,133070
2025-07-15,RITES,Construction,280.0,282.7,279.1,279.9,466451
2025-07-15,RKFORGE,Automobile and Auto Components,651.0,679.3,650.55,664.95,941643
2025-07-15,RPOWER,Power,65.5,65.9,64.26,64.53,6983417
2025-07-15,RRKABEL,Capital Goods,1379.9,1389.3,1367.3,1380.4,82114
2025-07-15,RVNL,Construction,386.0,391.45,382.0,383.15,9228521
2025-07-15,SAGILITY,Information Technology,45.0,46.13,44.52,44.92,31727115
2025-07-15,SAIL,Metals & Mining,133.81,135.13,132.58,134.88,5597256
2025-07-15,SAILIFE,Healthcare,826.2,828.0,809.15,811.1,402432
2025-07-15,SAMMAANCAP,Financial Services,124.9,126.17,123.83,124.3,8325700
2025-07-15,SAPPHIRE,Consumer Services,330.3,335.65,330.3,333.35,85632
2025-07-15,SARDAEN,Metals & Mining,440.0,448.8,439.15,443.2,267139
2025-07-15,SAREGAMA,Media Entertainment & Publication,484.0,491.4,481.05,483.5,126683
2025-07-15,SBFC,Financial Services,117.1,120.0,117.1,117.84,1999330
2025-07-15,SBICARD,Financial Services,900.0,906.7,888.3,893.75,1585513
2025-07-15,SBILIFE,Financial Services,1849.9,1851.7,1822.4,1824.8,1313007
2025-07-15,SBIN,Financial Services,811.0,821.0,810.5,816.45,9297645
2025-07-15,SCHAEFFLER,Automobile and Auto Components,4245.0,4286.5,4202.2,4236.0,50882
2025-07-15,SCI,Services,218.0,221.44,217.4,219.24,999083
2025-07-15,SHREECEM,Construction Materials,31150.0,31195.0,30830.0,31080.0,13064
2025-07-15,SHRIRAMFIN,Financial Services,674.9,688.0,670.7,684.45,3786182
2025-07-15,SHYAMMETL,Capital Goods,855.3,875.0,853.4,871.95,295893
2025-07-15,SIEMENS,Capital Goods,3148.1,3161.7,3113.5,3146.8,361397
2025-07-15,SIGNATURE,Realty,1256.0,1263.6,1239.0,1255.0,598201
2025-07-15,SJVN,Power,98.31,99.37,97.54,99.03,5790329
2025-07-15,SOBHA,Realty,1555.7,1680.0,1550.0,1647.6,2050126
2025-07-15,SOLARINDS,Chemicals,15240.0,15493.0,15213.0,15366.0,131844
2025-07-15,SONACOMS,Automobile and Auto Components,454.5,459.9,450.5,455.35,4731952
2025-07-15,SONATSOFTW,Information Technology,432.9,438.3,432.4,435.9,768529
2025-07-15,SPLPETRO,Chemicals,812.1,821.8,806.0,818.2,12935
2025-07-15,SRF,Chemicals,3169.4,3235.0,3169.4,3223.6,350104
2025-07-15,STARHEALTH,Financial Services,422.2,430.7,421.05,428.35,688544
2025-07-15,SUMICHEM,Chemicals,547.85,569.95,545.05,565.85,846231
2025-07-15,SUNDARMFIN,Financial Services,5046.0,5094.0,5023.0,5075.0,46741
2025-07-15,SUNPHARMA,Healthcare,1705.0,1730.9,1687.9,1727.5,3332578
2025-07-15,SUNTV,Media Entertainment & Publication,574.95,576.45,565.0,569.15,329458
2025-07-15,SUPREMEIND,Capital Goods,4135.0,4250.4,4125.7,4240.5,140399
2025-07-15,SUZLON,Capital Goods,65.47,67.4,65.47,67.17,68141681
2025-07-15,SWANCORP,Chemicals,451.9,513.9,451.75,502.25,30393530
2025-07-15,SWIGGY,Consumer Services,393.0,399.2,383.3,388.45,12334200
2025-07-15,SYNGENE,Healthcare,642.3,659.9,642.2,655.35,1969741
2025-07-15,SYRMA,Capital Goods,683.0,700.75,680.2,695.45,1858366
2025-07-15,TARIL,Capital Goods,510.0,514.25,504.45,512.25,676033
2025-07-15,TATACHEM,Chemicals,927.0,938.25,921.2,931.4,431633
2025-07-15,TATACOMM,Telecommunication,1715.1,1732.4,1710.0,1728.7,148444
2025-07-15,TATACONSUM,Fast Moving Consumer Goods,1071.8,1085.0,1067.5,1081.8,538506
2025-07-15,TATAELXSI,Information Technology,6185.0,6425.0,6180.0,6380.0,770631
2025-07-15,TATAINVEST,Financial Services,655.9,662.4,655.7,658.05,11783
2025-07-15,TATAPOWER,Power,402.6,405.3,398.85,403.9,4286434
2025-07-15,TATASTEEL,Metals & Mining,160.26,160.85,157.95,159.0,17993051
2025-07-15,TATATECH,Information Technology,716.1,742.0,715.2,731.95,7263964
2025-07-15,TBOTEK,Consumer Services,1359.9,1410.7,1344.1,1404.2,212597
2025-07-15,TCS,Information Technology,3206.0,3259.4,3206.0,3252.3,2590889
2025-07-15,TECHM,Information Technology,1554.6,1594.9,1553.0,1579.0,2574760
2025-07-15,TEGA,Capital Goods,1793.0,1860.0,1793.0,1833.3,1542368
2025-07-15,TEJASNET,Telecommunication,645.0,668.0,627.45,653.2,6900472
2025-07-15,THELEELA,Consumer Services,432.0,441.9,431.8,435.3,520869
2025-07-15,THERMAX,Capital Goods,3459.8,3481.0,3435.5,3479.4,47978
2025-07-15,TIINDIA,Automobile and Auto Components,2871.0,2946.9,2855.8,2930.3,225760
2025-07-15,TIMKEN,Capital Goods,3371.0,3419.8,3360.0,3377.0,157364
2025-07-15,TITAGARH,Capital Goods,930.0,948.95,930.0,942.15,697409
2025-07-15,TITAN,Consumer Durables,3418.0,3422.0,3387.7,3415.0,686088
2025-07-15,TMPV,Automobile and Auto Components,676.0,685.95,674.3,684.4,7041706
2025-07-15,TORNTPHARM,Healthcare,3404.0,3451.7,3376.4,3439.6,494066
2025-07-15,TORNTPOWER,Power,1402.9,1411.0,1385.7,1391.6,251325
2025-07-15,TRAVELFOOD,Consumer Services,1073.9,1089.9,1048.0,1053.7,1103033
2025-07-15,TRENT,Consumer Services,5329.5,5405.0,5309.0,5390.0,577430
2025-07-15,TRIDENT,Textiles,31.4,31.68,31.23,31.31,3695375
2025-07-15,TRITURBINE,Capital Goods,650.0,666.2,650.0,660.8,1026049
2025-07-15,TTML,Telecommunication,64.9,65.48,64.02,64.46,573904
2025-07-15,TVSMOTOR,Automobile and Auto Components,2800.0,2901.7,2799.0,2885.0,916986
2025-07-15,UBL,Fast Moving Consumer Goods,1963.0,1995.2,1958.0,1971.3,106970
2025-07-15,UCOBANK,Financial Services,31.7,32.27,31.7,31.97,7832743
2025-07-15,ULTRACEMCO,Construction Materials,12545.0,12545.0,12425.0,12502.0,154124
2025-07-15,UNIONBANK,Financial Services,147.01,147.98,145.72,146.23,9051503
2025-07-15,UNITDSPR,Fast Moving Consumer Goods,1369.7,1374.0,1358.1,1370.2,962048
2025-07-15,UNOMINDA,Automobile and Auto Components,1077.5,1109.5,1077.1,1105.9,271527
2025-07-15,UPL,Chemicals,662.0,675.8,661.95,673.8,1726609
2025-07-15,USHAMART,Capital Goods,391.5,398.25,388.25,390.35,941094
2025-07-15,UTIAMC,Financial Services,1418.0,1450.0,1396.0,1436.8,320289
2025-07-15,VBL,Fast Moving Consumer Goods,464.0,470.7,462.25,469.8,5262734
2025-07-15,VEDL,Metals & Mining,450.0,451.25,445.1,450.0,5408813
2025-07-15,VIJAYA,Healthcare,1020.0,1034.1,1004.85,1017.3,189866
2025-07-15,VMM,Consumer Services,137.8,138.45,135.83,137.1,13006900
2025-07-15,VOLTAS,Consumer Durables,1376.5,1400.0,1375.0,1396.6,1387726
2025-07-15,VTL,Textiles,491.55,504.7,490.5,501.15,176642
2025-07-15,WAAREEENER,Capital Goods,3200.0,3280.0,3190.9,3221.3,1901572
2025-07-15,WELCORP,Capital Goods,920.0,924.9,901.0,905.9,670840
2025-07-15,WELSPUNLIV,Textiles,138.29,140.78,138.29,138.76,1654558
2025-07-15,WHIRLPOOL,Consumer Durables,1377.2,1402.9,1365.4,1383.8,165918
2025-07-15,WIPRO,Information Technology,254.0,259.85,252.8,257.4,8750149
2025-07-15,WOCKPHARMA,Healthcare,1822.2,1867.0,1807.0,1828.0,915522
2025-07-15,YESBANK,Financial Services,20.09,20.65,19.98,20.46,155046810
2025-07-15,ZEEL,Media Entertainment & Publication,144.12,146.99,142.88,143.22,15545390
2025-07-15,ZENSARTECH,Information Technology,808.7,818.55,801.6,810.5,434211
2025-07-15,ZENTEC,Capital Goods,1828.7,1855.0,1820.4,1837.8,159822
2025-07-15,ZFCVINDIA,Automobile and Auto Components,13005.0,13250.0,12925.0,13154.0,5611
2025-07-15,ZYDUSLIFE,Healthcare,971.0,975.75,961.5,967.65,553271
2025-07-15,ZYDUSWELL,Fast Moving Consumer Goods,403.6,410.14,402.28,404.36,31737
2025-07-16,360ONE,Financial Services,1200.3,1203.1,1181.9,1197.6,601079
2025-07-16,3MINDIA,Diversified,29850.0,30200.0,28925.0,30060.0,7832
2025-07-16,AADHARHFC,Financial Services,477.0,509.4,475.0,504.65,4028062
2025-07-16,AARTIIND,Chemicals,455.0,459.65,452.1,455.85,987004
2025-07-16,AAVAS,Financial Services,1952.5,1958.3,1904.0,1910.4,151214
2025-07-16,ABB,Capital Goods,5608.0,5618.0,5502.5,5551.0,590118
2025-07-16,ABBOTINDIA,Healthcare,34290.0,34535.0,34005.0,34280.0,3902
2025-07-16,ABCAPITAL,Financial Services,270.0,272.1,268.6,270.2,2373145
2025-07-16,ABDL,Fast Moving Consumer Goods,491.45,499.4,486.95,492.15,693867
2025-07-16,ABFRL,Consumer Services,77.42,78.3,76.25,76.37,5858340
2025-07-16,ABLBL,Consumer Services,155.75,158.85,154.0,155.04,1883236
2025-07-16,ABREL,Realty,2235.0,2237.0,2165.0,2179.5,203170
2025-07-16,ABSLAMC,Financial Services,869.0,878.0,861.2,872.35,357343
2025-07-16,ACC,Construction Materials,1982.9,1997.5,1969.0,1991.9,253415
2025-07-16,ACE,Capital Goods,1175.7,1178.4,1152.1,1156.1,200237
2025-07-16,ACMESOLAR,Power,282.99,286.59,278.8,279.36,1714724
2025-07-16,ACUTAAS,Healthcare,1199.9,1231.0,1181.0,1224.9,527754
2025-07-16,ADANIENSOL,Power,880.5,886.85,875.05,876.6,593638
2025-07-16,ADANIENT,Metals & Mining,2516.52,2531.7,2510.27,2521.88,686644
2025-07-16,ADANIGREEN,Power,1033.1,1049.5,1033.1,1038.6,2548383
2025-07-16,ADANIPORTS,Services,1447.5,1474.0,1442.9,1456.7,2488981
2025-07-16,ADANIPOWER,Power,121.98,122.86,120.6,120.97,3709911
2025-07-16,AEGISLOG,Oil Gas & Consumable Fuels,753.0,759.5,741.6,745.6,247294
2025-07-16,AEGISVOPAK,Oil Gas & Consumable Fuels,271.0,282.3,263.21,278.95,3065911
2025-07-16,AFCONS,Construction,424.15,425.7,419.0,419.45,641112
2025-07-16,AFFLE,Information Technology,1967.7,1979.5,1936.0,1951.8,262878
2025-07-16,AIAENG,Capital Goods,3380.0,3433.4,3364.5,3386.0,19455
2025-07-16,AJANTPHARM,Healthcare,2710.0,2794.0,2687.0,2787.8,286047
2025-07-16,AKZOINDIA,Consumer Durables,3624.0,3624.0,3500.0,3505.8,107371
2025-07-16,ALKEM,Healthcare,4933.2,5026.0,4920.3,5002.2,208308
2025-07-16,AMBER,Consumer Durables,7869.5,7900.0,7563.0,7600.5,434082
2025-07-16,AMBUJACEM,Construction Materials,593.0,597.25,586.05,595.5,1804740
2025-07-16,ANANDRATHI,Financial Services,2470.0,2535.0,2451.0,2504.5,571263
2025-07-16,ANANTRAJ,Realty,610.0,620.0,600.0,606.1,4827734
2025-07-16,ANGELONE,Financial Services,267.5,273.18,266.08,271.68,1250057
2025-07-16,ANURAS,Chemicals,1173.9,1174.9,1136.0,1157.2,331179
2025-07-16,APARINDS,Capital Goods,9085.5,9250.0,8982.5,9013.0,99939
2025-07-16,APLAPOLLO,Capital Goods,1724.0,1724.0,1702.1,1714.8,453359
2025-07-16,APOLLOHOSP,Healthcare,7374.5,7410.0,7310.0,7352.5,527782
2025-07-16,APOLLOTYRE,Automobile and Auto Components,459.0,462.5,454.3,455.2,723679
2025-07-16,APTUS,Financial Services,344.25,348.6,332.6,341.1,1263785
2025-07-16,ARE&M,Automobile and Auto Components,986.05,989.95,977.4,986.15,311997
2025-07-16,ASAHIINDIA,Automobile and Auto Components,843.0,859.9,838.05,850.7,228062
2025-07-16,ASHOKLEY,Capital Goods,125.4,125.9,122.7,124.6,13686931
2025-07-16,ASIANPAINT,Consumer Durables,2381.0,2422.4,2371.0,2410.5,1200913
2025-07-16,ASTERDM,Healthcare,600.0,604.1,597.4,599.9,444822
2025-07-16,ASTRAL,Capital Goods,1507.0,1509.9,1489.9,1492.6,213461
2025-07-16,ATGL,Oil Gas & Consumable Fuels,649.8,662.75,649.0,659.9,852507
2025-07-16,ATHERENERG,Automobile and Auto Components,344.7,348.4,338.55,339.85,315915
2025-07-16,ATUL,Chemicals,7494.0,7625.0,7343.0,7389.0,53231
2025-07-16,AUBANK,Financial Services,812.05,814.55,795.2,797.75,1599610
2025-07-16,AUROPHARMA,Healthcare,1151.8,1156.9,1143.8,1152.9,580099
2025-07-16,AWL,Fast Moving Consumer Goods,263.2,263.4,259.95,262.35,1906804
2025-07-16,AXISBANK,Financial Services,1164.9,1174.0,1157.1,1168.4,4388279
2025-07-16,BAJAJ-AUTO,Automobile and Auto Components,8311.0,8345.0,8184.5,8302.5,275493
2025-07-16,BAJAJFINSV,Financial Services,2040.1,2043.7,2018.1,2036.0,633132
2025-07-16,BAJAJHFL,Financial Services,121.19,123.98,120.75,123.36,12576293
2025-07-16,BAJAJHLDNG,Financial Services,14164.0,14220.0,14050.0,14095.0,30787
2025-07-16,BAJFINANCE,Financial Services,924.0,927.0,919.4,921.75,3952491
2025-07-16,BALKRISIND,Automobile and Auto Components,2679.0,2684.7,2633.2,2652.9,200466
2025-07-16,BALRAMCHIN,Fast Moving Consumer Goods,622.8,627.8,615.0,619.9,236801
2025-07-16,BANDHANBNK,Financial Services,179.5,184.25,179.06,183.68,14744475
2025-07-16,BANKBARODA,Financial Services,243.1,250.5,243.1,249.08,13157847
2025-07-16,BANKINDIA,Financial Services,115.82,118.4,115.54,118.02,8212544
2025-07-16,BATAINDIA,Consumer Durables,1258.0,1273.1,1240.0,1243.6,114124
2025-07-16,BAYERCROP,Chemicals,6360.0,6374.5,6229.0,6340.0,35659
2025-07-16,BBTC,Fast Moving Consumer Goods,1985.0,2048.0,1984.5,1995.5,85891
2025-07-16,BDL,Capital Goods,1824.0,1832.1,1793.0,1802.0,919493
2025-07-16,BEL,Capital Goods,409.4,410.3,405.5,406.15,9173824
